"","Location","MinTemp","MaxTemp","Rainfall","WindGustDir","WindGustSpeed","RainToday","Humidity9am","Cloud9am","Pressure9am","WindDir9am","WindDir3pm","RainTomorrow"
"576","Moree",8.8,21.2,0.4,"SE",26,"No",61,6,1025.3,"ESE","SSE","No"
"577","Canberra",14,26.2,0,"ENE",43,"No",75,5,1017.3,"ESE","NE","No"
"578","Townsville",24.3,27.8,0,"ESE",37,"Yes",94,8,1007.2,"ESE","ESE","Yes"
"579","Ballarat",4.6,14.5,3.2,"SW",44,"No",99,5,1020.8,"WSW","SSW","No"
"580","Cobar",8.5,23.8,0,"SW",39,"No",57,4,1023.5,"SSW","SW","No"
"581","NorfolkIsland",18.8,23.7,0.8,"ENE",46,"No",69,7,1021.6,"ENE","E","No"
"582","Melbourne",11.1,18.7,0,"SE",41,"No",74,4,1018.5,"SSE","S","No"
"583","Cobar",21.8,38.1,5,"NW",39,"Yes",29,4,1011,"N","NNW","Yes"
"584","PerthAirport",20.6,28.4,0.8,"E",28,"No",68,6,1017.3,"WNW","E","No"
"585","NorfolkIsland",20.3,23.3,1.4,"SSE",39,"Yes",73,7,1015.1,"SSE","SE","No"
"586","Townsville",26.4,32.5,0,"NNE",37,"No",62,3,1017.3,"NNE","NNE","No"
"587","Richmond",22.1,31.9,0,"S",31,"No",80,5,1017.3,"SSE","SE","No"
"588","Mildura",15.2,30.4,0,"NW",43,"No",48,5,1017.7,"N","W","Yes"
"589","PearceRAAF",11.5,26.7,0,"WSW",43,"No",46,1,1016.6,"SSE","SW","No"
"590","PerthAirport",18.3,30.3,0,"SSE",30,"No",58,2,1015.3,"SSE","WSW","No"
"591","Portland",8.5,11.9,6.8,"WSW",39,"Yes",94,8,1017.3,"SSE","W","Yes"
"592","AliceSprings",25,32.1,0,"E",39,"No",49,7,1008.1,"N","NNE","No"
"593","NorfolkIsland",16.4,21.2,3.6,"NNE",50,"Yes",90,7,1018.1,"NNE","W","Yes"
"594","Hobart",8.4,18.9,1.4,"NNW",57,"Yes",53,7,1010.1,"SSE","NW","No"
"595","Moree",12.1,21.8,0,"E",31,"No",63,7,1017.3,"E","E","No"
"596","Portland",6.8,20.6,0,"E",50,"No",58,5,1017.6,"SSE","S","No"
"597","Brisbane",9.6,23.7,0,"ENE",20,"No",53,1,1024.1,"WSW","W","No"
"598","Perth",17.5,22.7,0,"WSW",43,"No",61,6,1011.6,"WSW","SW","No"
"599","Katherine",19,37.5,0,"ESE",43,"No",70,4,1013.7,"W","ESE","No"
"600","Hobart",9.7,24.1,0,"SE",33,"No",68,3,1017.3,"NNW","ESE","No"
"601","Hobart",7.3,17,0,"WNW",39,"No",60,7,1017.3,"NW","WNW","Yes"
"602","WaggaWagga",11.4,25.7,0,"W",44,"No",58,1,1017.6,"W","WSW","No"
"603","Sydney",8.4,20.5,0,"W",40,"No",50,1,1022.9,"SSE","W","No"
"604","Hobart",10,17.7,0,"E",30,"No",61,1,1020.3,"NNE","NNW","No"
"605","Bendigo",10.1,16.6,0.2,"W",40,"No",92,8,1012.5,"SSE","W","No"
"606","AliceSprings",17.7,36.5,0,"ESE",56,"No",68,2,1017.3,"ESE","W","No"
"607","Katherine",21.9,36.4,0,"E",50,"No",62,3,1012.8,"ENE","E","No"
"608","PerthAirport",12.1,22,0,"NW",31,"No",68,1,1013,"NE","NW","Yes"
"609","Woomera",12.1,27.3,0,"S",44,"No",48,0,1021.8,"SSE","SSE","No"
"610","Uluru",12.375,39.5,0,"W",44,"No",26,7,1017.3,"SSE","W","Yes"
"611","Wollongong",12.5,18.5,0,"SSE",52,"No",72,1,1021.3,"SSE","SE","No"
"612","PerthAirport",17.2,33.8,0,"E",59,"No",44,0,1009.1,"SE","WSW","No"
"613","Cobar",21.7,25.1,0,"ESE",31,"No",40,7,1023.2,"SSE","E","No"
"614","Brisbane",18.6,25.6,0,"WSW",19,"No",57,7,1017.1,"WSW","SE","No"
"615","PerthAirport",13.1,23.7,0,"SE",46,"No",67,2,1017.5,"NNW","SSE","No"
"616","Darwin",25.9,35.1,0,"NNE",39,"No",67,6,1011.3,"ENE","NNE","No"
"617","PerthAirport",12.1,18.9,0,"W",33,"No",60,1,1023.6,"N","WSW","No"
"618","Townsville",14.8,29.7,0,"ENE",33,"No",73,1,1020.2,"SE","W","No"
"619","Portland",6.1,16.1,2,"SE",41,"Yes",97,5,1017.3,"SW","SSW","Yes"
"620","PerthAirport",11.8,19,1.4,"S",39,"Yes",70,2,1031.1,"SW","S","Yes"
"621","SydneyAirport",9.2,18.4,0,"SSE",39,"Yes",54,3,1029.1,"SSE","SE","No"
"622","Hobart",11.4,17.3,0,"SE",43,"No",65,6,1018.2,"SSW","W","No"
"623","Woomera",21.7,37.6,0,"NW",39,"No",68,2,1010.8,"N","W","No"
"624","Brisbane",19.5,29.3,0.8,"E",30,"No",63,3,1018.5,"SSE","ENE","No"
"625","Darwin",24.1,32.7,4.4,"NNE",31,"Yes",68,6,1007.6,"N","NNE","No"
"626","Townsville",21.1,28.7,2.6,"ENE",35,"Yes",73,7,1017.9,"SSE","NE","No"
"627","Cobar",21.9,35.2,0,"WSW",35,"No",56,0,1014.1,"NE","SE","No"
"628","Canberra",12.375,11.1,0.2,"N",20,"No",87,1,1027.1,"E","NNW","No"
"629","Katherine",20.7,31.2,0,"SE",46,"No",55,3,1015.5,"E","E","No"
"630","Moree",12.9,22,0,"SW",31,"Yes",92,8,1016.1,"NW","WSW","No"
"631","PerthAirport",6.7,16.6,0,"NNW",39,"No",76,6,1028.2,"N","NW","No"
"632","SydneyAirport",7.1,18.1,0,"SSW",35,"No",54,1,1017.3,"WNW","S","No"
"633","WaggaWagga",-0.5,15.2,0,"E",24,"No",80,0,1028.5,"E","SSE","No"
"634","Watsonia",8.7,17.9,0,"S",24,"No",78,7,1022.9,"SSW","NW","No"
"635","MelbourneAirport",8.9,18.3,0,"S",37,"No",83,7,1020.5,"SSW","S","No"
"636","Wollongong",10.4,16.3,0,"SSW",39,"No",47,2,1017.3,"SW","S","No"
"637","SydneyAirport",21.3,26.1,0,"SE",31,"No",66,8,1010.8,"E","W","No"
"638","Watsonia",12.3,20.6,0.4,"S",30,"No",75,8,1015.4,"WSW","S","No"
"639","MountGambier",8.3,14.6,1.8,"W",39,"Yes",68,7,1018.4,"SSE","W","No"
"640","PerthAirport",18.5,25.6,2,"ESE",31,"Yes",78,5,1018.2,"WNW","SE","No"
"641","Canberra",4.7,15.9,0,"E",30,"No",76,6,1027.8,"SE","W","No"
"642","MelbourneAirport",8.7,15.2,0.6,"WSW",39,"No",68,7,1016.9,"W","WSW","No"
"643","Perth",14.2,30,0,"SW",44,"No",45,3,1014,"ESE","SSW","No"
"644","Darwin",23.3,32.4,0,"WNW",33,"No",62,1,1017.3,"WNW","WNW","No"
"645","Cobar",19.4,32.1,0,"E",35,"No",60,4,1021.7,"ENE","NE","No"
"646","Sale",7,10.6,2.2,"SW",54,"Yes",84,3,1019.6,"SSE","W","Yes"
"647","Wollongong",12.6,16,1.8,"SSW",48,"Yes",73,8,1014.2,"WSW","SW","Yes"
"648","PerthAirport",12.1,23.2,0,"NE",30,"No",68,6,1013.7,"WSW","NE","No"
"649","CoffsHarbour",15,25,0,"SE",19,"No",75,7,1026,"W","E","Yes"
"650","Cairns",23.3,26.8,0,"SSE",35,"Yes",89,8,1013.6,"SSE","SSE","Yes"
"651","Melbourne",5.3,13.5,0.6,"WSW",52,"No",64,4,1016,"W","WSW","No"
"652","PerthAirport",15,20.7,0.2,"W",30,"No",76,7,1010.9,"NE","NNW","Yes"
"653","Woomera",5.9,25.2,0,"N",57,"No",39,0,1023.2,"N","W","No"
"654","WaggaWagga",9.8,11.1,1,"WSW",22,"No",87,7,1021.7,"NNW","W","No"
"655","Mildura",17.6,23.3,0,"N",41,"No",81,7,1015.3,"N","NNE","Yes"
"656","PerthAirport",12.1,23.2,0,"ENE",26,"No",65,2,1013.1,"NNW","NNE","No"
"657","Melbourne",8.6,18.3,0,"NNE",39,"No",66,2,1026.1,"N","N","No"
"658","Bendigo",8.4,16.4,1.4,"WSW",40,"No",99,8,1015.1,"WNW","WNW","No"
"659","PerthAirport",6.9,25,0,"N",31,"No",68,1,1021.6,"E","W","No"
"660","SydneyAirport",6.6,17,2.2,"W",39,"Yes",44,2,1010.8,"W","W","No"
"661","Perth",4.7,20.2,0,"W",37,"No",77,7,1016.4,"NNE","SW","Yes"
"662","Darwin",24.2,33.1,0,"N",43,"Yes",68,7,1009.1,"SSE","ENE","Yes"
"663","PerthAirport",10,22.3,0,"SE",39,"No",58,1,1020.5,"ESE","E","No"
"664","PerthAirport",16.2,34.4,0,"NE",28,"No",35,1,1015.9,"NE","N","No"
"665","Townsville",25.9,31.7,0.6,"E",37,"No",72,2,1012.4,"E","ENE","Yes"
"666","Melbourne",14,21,0.4,"SSE",30,"No",80,8,1011.4,"SSE","SW","Yes"
"667","Townsville",22.75,29.8,0,"E",44,"No",61,8,1019.6,"SSE","ENE","No"
"668","Williamtown",15.7,26.1,0,"E",39,"Yes",85,7,1017.3,"SSE","NE","No"
"669","MelbourneAirport",8.9,27.7,0,"N",44,"No",44,7,1015.1,"N","SSW","No"
"670","Watsonia",8.5,25.9,0,"SSW",39,"No",68,5,1017.3,"SSE","SSW","No"
"671","Cobar",19.2,21.9,1,"NE",43,"No",68,8,1017.3,"ESE","W","Yes"
"672","MelbourneAirport",16.6,30.2,0,"N",39,"No",30,7,1005.3,"N","N","Yes"
"673","Cobar",24.7,25.1,0,"WSW",33,"No",50,1,1010.2,"NE","ESE","No"
"674","Perth",17.9,33.8,0,"SW",30,"No",73,1,1013.2,"ENE","WSW","No"
"675","PerthAirport",7,15.5,0,"E",37,"Yes",100,7,1023,"SSE","SSE","No"
"676","Hobart",16.3,35.3,0,"NNW",39,"No",68,6,1009.3,"NNW","NNW","No"
"677","Bendigo",7.85,14.1,0.2,"NNW",44,"No",93,8,1014,"NW","NW","No"
"678","Watsonia",14.9,20.6,0,"N",28,"No",51,8,1020.2,"NNE","NW","Yes"
"679","Woomera",17.4,34.3,0,"SE",37,"No",68,0,1016.2,"SE","ENE","No"
"680","Melbourne",11.5,19.5,0,"E",41,"No",68,7,1007.6,"SSE","S","Yes"
"681","Richmond",13.5,28.8,0,"NNE",22,"No",68,7,1023.2,"SSE","NE","No"
"682","Sydney",20.4,27.1,0,"S",31,"No",67,7,1018.5,"SSE","ESE","No"
"683","Cairns",18.4,26.7,0,"ENE",30,"No",68,6,1016.7,"SSE","E","No"
"684","CoffsHarbour",5.1,19.1,0,"E",24,"No",71,5,1027.3,"W","W","No"
"685","Brisbane",17.4,27.7,0,"ENE",31,"No",52,1,1020.3,"NE","NE","No"
"686","MountGambier",13.2,18.8,6,"W",59,"No",60,7,1006.2,"SSE","W","No"
"687","Melbourne",10.7,20.6,0,"SSW",43,"No",50,3,1025.6,"SSE","S","No"
"688","Cairns",24,30.6,0,"SE",48,"Yes",84,7,1013.9,"SSE","SE","Yes"
"689","MelbourneAirport",9.9,21,0,"E",33,"No",63,7,1023.4,"SSE","SW","No"
"690","MelbourneAirport",6.6,20.8,0,"SSE",28,"No",79,7,1022.8,"W","SE","No"
"691","Wollongong",18.2,20.5,0.8,"NNW",30,"No",79,8,1010.7,"N","WSW","Yes"
"692","Darwin",24.5,34,0,"W",39,"No",76,7,1017.3,"SSE","W","No"
"693","Albury",10,15.2,0,"E",35,"Yes",90,8,1017.3,"W","WSW","Yes"
"694","PerthAirport",11.2,28.3,0,"SE",52,"No",61,2,1012.1,"SE","SW","No"
"695","Nuriootpa",6.4,20.2,0,"WNW",41,"No",68,4,1024.3,"N","NNW","Yes"
"696","Williamtown",10.6,23.3,0,"ENE",43,"No",60,2,1022.4,"ENE","ENE","No"
"697","Wollongong",9.8,16.4,0,"E",39,"Yes",73,8,1030.6,"SSW","S","Yes"
"698","Bendigo",17.6,29.3,5.8,"NE",46,"No",83,7,1020.4,"SSE","NNE","Yes"
"699","Portland",7.3,12.8,0,"NW",39,"Yes",82,8,1010.9,"NNW","NNW","Yes"
"700","PerthAirport",6.1,20.2,0,"S",20,"No",100,1,1030,"ENE","S","No"
"701","Perth",12.5,24.3,3.4,"SSW",56,"Yes",54,1,1014.9,"WSW","WSW","No"
"702","Moree",9.1,22.3,0,"E",22,"Yes",74,1,1020.7,"NE","SW","No"
"703","Watsonia",4.5,15.4,0,"NNW",39,"No",68,6,1015.6,"NNE","N","No"
"704","Mildura",10.15,27.8,0,"E",30,"No",68,6,1013.4,"SSW","SSW","No"
"705","Ballarat",11.9,28.2,0,"S",35,"No",98,8,1015.5,"SE","S","No"
"706","Darwin",23,29.6,4.4,"ESE",50,"Yes",74,3,1013,"ESE","ESE","No"
"707","PerthAirport",13.1,24.5,0,"WSW",35,"No",68,6,1016.3,"NNW","WSW","No"
"708","Brisbane",19.9,29.5,0,"SE",35,"No",68,6,1014,"SSE","ESE","No"
"709","Melbourne",11.4,17.1,0.2,"WNW",35,"No",53,7,1016.7,"NW","WSW","No"
"710","Brisbane",19.5,27.6,0,"NE",30,"No",68,3,1013,"E","NE","No"
"711","Watsonia",10.6,13.5,0,"E",39,"No",78,7,1024.7,"NNE","W","No"
"712","PerthAirport",10.5,23.2,3.2,"NNE",31,"Yes",86,1,1021.3,"NNE","NNE","No"
"713","Darwin",24.5,33.1,0,"SE",46,"No",68,2,1018.4,"SE","W","No"
"714","SydneyAirport",19,27.1,5,"SW",52,"Yes",67,5,1005.5,"WNW","WSW","Yes"
"715","PerthAirport",13.2,36.7,0,"WNW",41,"No",57,4,1008.3,"SE","W","No"
"716","Williamtown",13.8,21.1,0,"S",50,"Yes",95,8,1017.3,"SSE","S","Yes"
"717","Darwin",25.4,33.4,0,"WNW",35,"No",68,3,1017.3,"SW","WNW","No"
"718","Darwin",25.2,34.5,0,"ESE",37,"No",70,7,1008.5,"SE","ESE","No"
"719","Katherine",20.4,27.9,0,"SE",50,"No",42,2,1016.5,"SE","SE","No"
"720","Cobar",1.9,12.8,0,"NE",26,"No",73,7,1025.4,"E","NNW","No"
"721","PerthAirport",13,26,0,"SW",46,"No",54,1,1014.7,"NW","SW","No"
"722","Williamtown",14.15,25.9,0,"SE",35,"No",73,7,1023.9,"SE","ESE","No"
"723","Katherine",8.7,29.6,0,"ESE",35,"No",57,0,1018.5,"SSE","SE","No"
"724","Portland",6.9,16.6,3.2,"S",35,"No",81,6,1020.6,"SSE","SSW","No"
"725","PerthAirport",3.3,16.2,0.2,"E",19,"No",93,6,1024,"E","WSW","No"
"726","Perth",15.6,29.5,0,"NE",30,"No",45,6,1021.3,"ENE","NNE","No"
"727","SydneyAirport",20,28.2,0,"NE",54,"No",63,1,1018.1,"SSE","NE","No"
"728","Mildura",20,23.45,0,"N",39,"No",68,0,1010.7,"NNE","NNW","No"
"729","SydneyAirport",12.9,19.4,0,"SE",41,"No",43,1,1015.8,"S","SSE","No"
"730","Cobar",8.1,20.9,0,"SW",39,"No",68,1,1017.3,"SSE","SW","No"
"731","Hobart",10.4,17.7,0.4,"WNW",39,"No",66,6,1017.3,"SSE","NW","Yes"
"732","Portland",9.7,16.1,0,"W",28,"No",68,6,1023.8,"SSE","WNW","Yes"
"733","Canberra",7.9,19.7,0,"ESE",48,"No",58,3,1027.3,"SSE","ENE","No"
"734","Sale",1.8,17.8,0.2,"E",26,"No",94,2,1030.9,"WNW","W","No"
"735","Hobart",1.7,10.8,1,"N",33,"No",70,1,1018.7,"NNW","N","Yes"
"736","Moree",20.7,33.4,0,"ENE",44,"No",54,1,1017.3,"E","NE","No"
"737","PerthAirport",20.5,28,0,"NE",43,"Yes",100,7,1004.2,"NE","NE","No"
"738","Townsville",26.3,33,0,"ENE",39,"No",75,4,1010.2,"NW","ENE","No"
"739","Sydney",7.3,16.9,0,"W",43,"No",92,4,1022.6,"W","WNW","No"
"740","Mildura",15.8,34.6,0,"E",39,"No",34,1,1017.3,"ESE","SE","No"
"741","CoffsHarbour",13.6,19.2,0,"ENE",56,"Yes",88,8,1017.3,"SSE","NE","Yes"
"742","Perth",16.6,25.6,0,"WSW",30,"No",62,6,1016.7,"SSW","SSW","No"
"743","PearceRAAF",5,21.7,0,"ENE",33,"No",58,0,1017.3,"SSE","W","No"
"744","PerthAirport",10.3,23.2,0.8,"N",56,"No",87,3,1017,"NNW","ENE","Yes"
"745","AliceSprings",7.9,21.7,0,"S",37,"No",72,3,1017.3,"WSW","SSW","No"
"746","Canberra",7.6,17.9,2.8,"E",54,"Yes",65,6,1020.1,"S","SSE","No"
"747","Cobar",16.2,25.1,0,"NE",48,"No",68,7,1018.4,"NNE","NE","Yes"
"748","CoffsHarbour",20,26.8,5.6,"E",33,"Yes",77,5,1011.1,"SSE","S","Yes"
"749","Sydney",13.8,21.5,0.2,"ESE",37,"No",52,3,1025.4,"WNW","ESE","No"
"750","Mildura",17.9,37.9,0,"S",48,"No",26,7,1010.3,"SSE","SSW","No"
"751","Perth",12.5,22.6,0,"NE",37,"No",55,3,1024.8,"ENE","E","No"
"752","PerthAirport",15.7,28,0,"E",22,"No",65,6,1017.8,"NE","NE","No"
"753","PerthAirport",17.5,23.2,0,"SE",39,"Yes",71,7,1017.3,"ESE","SSE","No"
"754","Uluru",23.1,30.3,0,"E",31,"No",68,7,1017.3,"E","WNW","No"
"755","Sale",13.6,24.6,0,"E",39,"No",87,7,1017.3,"SSW","SE","No"
"756","Melbourne",11.1,17.4,0,"E",39,"No",66,7,1020.3,"SW","SSE","No"
"757","Hobart",10.1,29.6,0,"NW",39,"No",60,4,1014.4,"NNW","NNW","No"
"758","MountGambier",8.2,16,2.2,"SSW",33,"Yes",90,8,1023.1,"NW","SSW","No"
"759","PerthAirport",20.7,30.7,0,"NE",57,"No",68,2,1018.9,"NNE","NE","No"
"760","PerthAirport",11.1,23.5,0,"E",39,"No",88,6,1018.1,"N","W","Yes"
"761","Ballarat",4.8,16.5,0,"ESE",26,"No",91,7,1024,"ESE","W","Yes"
"762","MelbourneAirport",6.4,12.8,2.6,"S",37,"Yes",87,5,1026.3,"SW","S","Yes"
"763","MelbourneAirport",6.3,18.9,0,"NNE",31,"No",68,7,1017.3,"N","NNE","No"
"764","AliceSprings",2.7,32.1,0,"E",33,"No",48,3,1027.4,"E","E","No"
"765","MelbourneAirport",4.2,17.4,0,"N",26,"No",68,3,1021.5,"N","SSE","No"
"766","PerthAirport",10.3,24.7,0,"ENE",50,"No",48,0,1017.3,"ENE","SE","No"
"767","Townsville",11.2,26.2,0,"ENE",46,"No",54,1,1021.7,"S","ENE","No"
"768","Portland",14.2,18.1,0.2,"WNW",31,"No",90,7,1017.5,"NW","W","Yes"
"769","Ballarat",11.6,26.1,0,"SE",52,"No",72,3,1011.4,"ESE","SE","No"
"770","MountGambier",9,25.7,0,"WSW",43,"No",72,2,1011.4,"NNW","W","No"
"771","Katherine",25.2,35.4,0,"NE",35,"No",69,5,1010.6,"NNE","W","No"
"772","Cobar",9.8,20.7,0,"N",54,"No",65,7,1012.9,"NNE","N","No"
"773","Mildura",2.6,19.9,0,"E",20,"No",75,1,1017.3,"SSE","SE","No"
"774","Watsonia",13.9,30.6,0,"N",35,"No",98,6,1019.7,"ENE","N","No"
"775","PerthAirport",12.1,26,0,"ENE",39,"No",52,5,1014.2,"WNW","ENE","No"
"776","WaggaWagga",6,11.1,3,"E",39,"Yes",89,8,1021.2,"W","W","No"
"777","Darwin",24.1,32.3,0,"ESE",39,"No",63,3,1013.9,"E","E","No"
"778","Darwin",25.8,31.1,0,"E",37,"No",85,4,1009,"S","W","Yes"
"779","Perth",16.7,28.5,0,"E",37,"No",54,2,1017.3,"NNE","W","No"
"780","Ballarat",19.4,27.3,0,"ESE",41,"No",74,8,1016,"NNE","NNE","Yes"
"781","Ballarat",5.5,16.5,0.2,"WNW",43,"No",87,8,1015.8,"W","W","No"
"782","PerthAirport",6.4,21.7,0,"NW",39,"No",68,5,1014.2,"N","NNW","Yes"
"783","Portland",10.6,15.9,1,"E",30,"No",88,8,1017.3,"SSW","S","Yes"
"784","PearceRAAF",5,20.9,0,"E",40,"No",39,0,1024,"NNE","N","No"
"785","Canberra",8.3,15.8,0,"E",33,"No",78,8,1017.3,"SSE","E","No"
"786","PerthAirport",10.6,20.3,0,"SE",46,"No",44,1,1017.3,"SE","SE","No"
"787","Cairns",24.5,33,2.8,"SSE",30,"Yes",72,1,1008.9,"S","ENE","No"
"788","PerthAirport",4.4,15.4,4.4,"SW",19,"Yes",100,6,1030.9,"ESE","SSW","No"
"789","Portland",9.9,14.6,3.2,"W",39,"Yes",80,7,1017.3,"SSE","W","Yes"
"790","Perth",2.7,16,0,"SW",30,"No",67,1,1026.2,"E","SSW","No"
"791","Watsonia",10.3,20.6,0,"NNW",24,"No",71,1,1015.6,"SW","W","No"
"792","Sale",3.1,20.8,0.2,"W",39,"No",70,4,1017.3,"W","ESE","No"
"793","Darwin",18.7,30.6,0,"E",35,"No",68,1,1017.3,"ESE","NW","No"
"794","Albury",14.8,24.6,0,"ENE",26,"No",61,4,1017.3,"S","ESE","Yes"
"795","PerthAirport",23.5,36.1,0,"SSW",59,"Yes",57,2,1005.1,"WSW","ENE","No"
"796","Cobar",2.3,25.1,0,"S",20,"No",68,6,1029.9,"SSE","SE","No"
"797","Nuriootpa",12.1,20,0,"NNE",28,"No",57,7,1019.6,"SSE","NNW","Yes"
"798","Sale",9.8,17.3,0,"NNW",48,"No",68,8,1017.3,"ENE","NW","No"
"799","WaggaWagga",10.9,30.4,0,"W",43,"No",44,2,1015.4,"ENE","WSW","No"
"800","WaggaWagga",16.8,25.6,0,"E",33,"No",76,7,1010.7,"NNW","WNW","No"
"801","Canberra",3.4,15.5,0,"ENE",26,"No",68,7,1028.1,"SE","WSW","No"
"802","Nuriootpa",19.1,36.7,0,"WNW",39,"No",31,6,1015.7,"N","NW","No"
"803","PerthAirport",9.1,23.2,4.4,"SW",39,"Yes",49,6,1016.6,"SW","SW","No"
"804","PerthAirport",7.8,18,1.4,"E",56,"Yes",65,8,1010.4,"N","W","No"
"805","Canberra",8.3,29.5,0,"E",41,"No",54,0,1017,"NNW","NW","No"
"806","Melbourne",11.1,16.8,0,"WSW",44,"No",68,7,1011.4,"WSW","WSW","No"
"807","Darwin",25.6,34,0,"N",39,"No",60,4,1015.7,"SSE","N","No"
"808","Cairns",25.1,32.1,0,"SSE",39,"No",63,5,1004.9,"W","N","No"
"809","Katherine",25.5,37.5,0,"S",33,"No",61,5,1008.2,"W","ESE","No"
"810","Cairns",16.8,27.8,0,"ENE",31,"No",64,4,1017.8,"SE","NE","No"
"811","CoffsHarbour",19.7,27.9,0,"NE",22,"No",76,6,1016.9,"NNW","ENE","No"
"812","Darwin",22.2,34.5,0,"S",30,"No",75,5,1009.7,"S","SSW","No"
"813","Portland",11.2,16.1,0,"WSW",43,"No",84,7,1011,"SW","W","No"
"814","Moree",18.3,29.6,0,"ESE",39,"Yes",85,7,1015.6,"ESE","NE","Yes"
"815","PerthAirport",4.6,15.7,0,"WSW",41,"No",99,7,1027.3,"WSW","SW","No"
"816","Watsonia",11.6,26.9,0,"ENE",19,"No",100,7,1028.3,"ENE","ENE","No"
"817","PerthAirport",16.9,29.1,0,"SW",39,"No",57,7,1013.5,"SSW","W","No"
"818","SydneyAirport",17.7,30.4,0,"E",43,"No",51,5,1016.3,"WNW","W","No"
"819","MelbourneAirport",8.9,33.8,0,"SW",56,"No",56,1,1008.3,"NNE","S","No"
"820","Sydney",12.4,25.8,0,"W",40,"No",67,7,1018.7,"WNW","W","No"
"821","Perth",18.3,31.1,0,"ESE",33,"No",58,1,1017.7,"E","W","No"
"822","Bendigo",10.9,21.9,0,"S",46,"No",62,3,1021.2,"S","S","No"
"823","Townsville",22.75,29.7,0,"E",41,"No",56,1,1018.7,"ESE","ENE","No"
"824","Bendigo",4,16.9,1.2,"SSW",30,"Yes",87,1,1017.3,"WSW","W","No"
"825","PearceRAAF",3.8,24,0,"SW",41,"No",60,4,1017.3,"SSE","SW","No"
"826","MelbourneAirport",7.8,12,1.8,"SW",39,"Yes",69,3,1004,"NNW","NNW","Yes"
"827","MelbourneAirport",9.9,20.9,0,"N",39,"No",68,2,1018.8,"N","NNE","No"
"828","Williamtown",6.6,19,0,"WNW",35,"No",57,0,1024.5,"SSE","S","No"
"829","Mildura",10.15,27.7,0,"N",35,"No",49,0,1021.5,"N","W","No"
"830","Canberra",13.3,31.7,0,"WNW",44,"No",80,2,1017.3,"ESE","WSW","No"
"831","Brisbane",9.7,22.8,0,"W",20,"No",68,2,1023.1,"SSE","WNW","No"
"832","Woomera",19.1,32,0.2,"SSE",44,"No",62,6,1017.9,"SSE","W","No"
"833","Mildura",18.7,26.2,1.2,"E",37,"Yes",95,7,1016.4,"SSE","SE","Yes"
"834","Mildura",10.15,16.9,0.2,"WNW",41,"No",90,7,1017.3,"NW","NW","No"
"835","Portland",9.7,21.1,0,"SE",41,"No",65,6,1016.9,"SSE","SE","No"
"836","MountGambier",5.5,19.6,0,"N",30,"No",60,8,1018.5,"SSE","W","No"
"837","Albury",3.9,15.2,0,"W",44,"No",99,8,1020.2,"ENE","SSE","Yes"
"838","Albury",8.1,12.4,4.4,"WSW",50,"Yes",86,8,1013,"WNW","W","Yes"
"839","WaggaWagga",8.9,31.4,0,"NW",26,"No",66,7,1025.1,"ENE","SSE","No"
"840","Sale",11.7,24.2,4.2,"WNW",39,"Yes",99,7,1000.1,"W","W","Yes"
"841","NorfolkIsland",17.5,23.2,4.4,"NE",56,"Yes",78,7,1013.2,"SSE","ENE","No"
"842","Moree",12.35,32.4,0,"N",54,"No",89,7,1017.3,"E","S","Yes"
"843","Watsonia",15.1,20.2,7.2,"NNE",33,"Yes",68,8,1020.9,"ENE","NE","Yes"
"844","Bendigo",6.7,30.4,0,"NNW",39,"No",47,4,1014.9,"ESE","W","No"
"845","Sydney",12.4,24.6,0,"E",35,"No",74,1,1017.3,"SSE","NE","No"
"846","Mildura",13,29.1,0,"SSW",30,"No",68,0,1018.3,"SE","SSW","No"
"847","NorfolkIsland",18.5,21.8,0,"WNW",43,"No",75,2,1009.8,"SSE","SW","Yes"
"848","Katherine",9.9,32.3,0,"NNE",41,"No",40,0,1016.4,"SE","N","No"
"849","Watsonia",5.5,16.9,0,"N",39,"No",78,7,1017.3,"SSE","WNW","Yes"
"850","AliceSprings",22.4,36.3,0,"SSE",52,"No",44,2,1006.4,"SE","SSE","No"
"851","Sydney",13.8,21.1,0,"S",50,"No",44,1,1017.3,"W","SSW","Yes"
"852","Watsonia",14.1,31.3,0,"N",31,"No",68,6,1012.9,"NE","W","No"
"853","Sale",6,16.9,0,"NE",40,"No",72,8,1008.3,"NNE","NNE","Yes"
"854","PerthAirport",12.1,19.9,0,"N",48,"No",88,2,1023.8,"N","N","Yes"
"855","PearceRAAF",13.5,26.2,0,"WSW",50,"No",68,6,1017,"SSE","W","No"
"856","NorfolkIsland",19,21.8,0,"SSW",46,"No",59,2,1008.1,"SSW","SSW","Yes"
"857","Watsonia",17.2,22.3,0,"E",31,"Yes",80,8,1018.8,"S","SSW","No"
"858","Woomera",5.1,13.7,0,"SSE",35,"No",68,0,1025.3,"S","W","No"
"859","Darwin",25.1,33.1,0,"NE",39,"No",68,6,1011.2,"NE","NNW","No"
"860","CoffsHarbour",21.6,23.2,0,"NNE",35,"Yes",91,7,1018.4,"S","E","No"
"861","Sydney",13.8,24.6,0,"E",40,"No",68,4,1026.4,"W","E","No"
"862","WaggaWagga",9.8,31.2,0,"S",33,"No",59,1,1017.5,"NE","SE","No"
"863","AliceSprings",20.4,32.1,0,"W",41,"No",68,3,1017.3,"NNE","NNE","No"
"864","Sydney",13.8,24.6,0,"N",56,"No",52,7,1017.3,"ESE","NE","No"
